l2_rel_error,l1_rel_error,mean_l2_rel_error,mean_l1_rel_error,std_l2_rel_error,std_l1_rel_error
0.3327611982822418,0.18548683822155,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.29839232563972473,0.16739627718925476,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.43409278988838196,0.26620951294898987,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.36663180589675903,0.21090278029441833,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.4359159767627716,0.2713151276111603,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3283492922782898,0.1761513352394104,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.44663146138191223,0.27338388562202454,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.36834579706192017,0.2070503979921341,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3394373059272766,0.21040233969688416,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.38146650791168213,0.20769548416137695,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3565303385257721,0.19554466009140015,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.29182252287864685,0.18355436623096466,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.28439539670944214,0.1721952259540558,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.34517914056777954,0.20043273270130157,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.35235416889190674,0.19900643825531006,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.2931877374649048,0.18479278683662415,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.4273681938648224,0.27501624822616577,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.4020613133907318,0.2399996519088745,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3042369484901428,0.16764335334300995,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.29846346378326416,0.16455784440040588,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3834657669067383,0.22380506992340088,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.30061519145965576,0.16535846889019012,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.404227077960968,0.2397163212299347,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.30860990285873413,0.20028510689735413,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.42602160573005676,0.2429756224155426,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3892108201980591,0.243605837225914,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.43278634548187256,0.2714775800704956,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.36490967869758606,0.21649371087551117,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.43479815125465393,0.2743872404098511,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.44683218002319336,0.28241971135139465,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.36734649538993835,0.20206496119499207,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.2890280783176422,0.18273676931858063,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.31945446133613586,0.1672484576702118,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.4250054657459259,0.2689063549041748,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.37875303626060486,0.22086244821548462,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.4001886546611786,0.2386786937713623,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3109087646007538,0.20212292671203613,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.44879409670829773,0.29027169942855835,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.31461113691329956,0.2017165720462799,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3876263499259949,0.2516848146915436,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.27337875962257385,0.16079773008823395,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.32855546474456787,0.1977061629295349,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3031039535999298,0.18488505482673645,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3155525028705597,0.2136102020740509,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3046658933162689,0.20660676062107086,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.40054360032081604,0.22359102964401245,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3898676335811615,0.25213488936424255,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3217983841896057,0.2061244696378708,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.38734665513038635,0.23178371787071228,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.31980472803115845,0.19114136695861816,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3054914176464081,0.16734810173511505,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3220348060131073,0.1873427778482437,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.4161180257797241,0.2600976228713989,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3134094476699829,0.17973972856998444,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.4058802127838135,0.25500163435935974,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3953685760498047,0.22894293069839478,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3609825372695923,0.20444978773593903,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3909151554107666,0.2458483874797821,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.32133689522743225,0.20065276324748993,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.4193214178085327,0.2618379294872284,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.2837020754814148,0.16299623250961304,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.4400842785835266,0.2826077938079834,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.32161977887153625,0.17157690227031708,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.3149276673793793,0.172312930226326,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.277876615524292,0.17843712866306305,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.44247519969940186,0.2847677767276764,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.28898411989212036,0.18306273221969604,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.39835864305496216,0.2442064732313156,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.42671507596969604,0.26078444719314575,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.4072571098804474,0.23885731399059296,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.4453321695327759,0.2778340280056,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
0.40115994215011597,0.24236470460891724,0.355084584698081,0.2126626256480813,0.0522509699022643,0.036211560467039064
