l2_rel_error,l1_rel_error,mean_l2_rel_error,mean_l1_rel_error,std_l2_rel_error,std_l1_rel_error
0.09244733303785324,0.05550224706530571,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.07693400233983994,0.056223854422569275,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.09492778778076172,0.05812763795256615,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.11552760750055313,0.06192641705274582,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.06837352365255356,0.052377309650182724,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.08189111202955246,0.05444570630788803,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.07663919031620026,0.05792577192187309,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.10875050723552704,0.05832276493310928,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.092887744307518,0.06096011400222778,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.10020270943641663,0.05986972525715828,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.10895679146051407,0.06419916450977325,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.07686007767915726,0.054274383932352066,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.073922298848629,0.05669321119785309,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.09444788843393326,0.05620194971561432,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.11542069166898727,0.061655256897211075,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.07697124779224396,0.05650591850280762,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.0912301167845726,0.055524785071611404,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.10346665233373642,0.055549293756484985,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.11341826617717743,0.06094610318541527,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.06896708160638809,0.05458422005176544,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
0.0882887914776802,0.05785248801112175,0.09372335756197572,0.0587325566764921,0.01891560349568182,0.005057220714792354
