l2_rel_errors_interp,l1_rel_errors_interp,l2_rel_errors_no_interp,l1_rel_errors_no_interp,mean_l2_interp,std_l2_interp,mean_l1_interp,std_l1_interp,mean_l2_no_interp,std_l2_no_interp,mean_l1_no_interp,std_l1_no_interp
0.8903570175170898,0.9825274348258972,0.8886823654174805,0.7974647283554077,0.9121721,0.021815062,1.0299801,0.0474526,0.9307437,0.04206136,0.85384,0.056375295
0.9339871406555176,1.077432632446289,0.9728050827980042,0.9102153182029724,0.9121721,0.021815062,1.0299801,0.0474526,0.9307437,0.04206136,0.85384,0.056375295
