l2_rel_errors_interp,l1_rel_errors_interp,l2_rel_errors_no_interp,l1_rel_errors_no_interp,mean_l2_interp,std_l2_interp,mean_l1_interp,std_l1_interp,mean_l2_no_interp,std_l2_no_interp,mean_l1_no_interp,std_l1_no_interp
0.840395450592041,0.8378685116767883,0.8919937610626221,0.7758632302284241,0.8727889,0.032393456,0.8911836,0.053315103,0.9099513,0.017957568,0.86884713,0.09298387
0.9051823616027832,0.9444987177848816,0.9279088973999023,0.9618309736251831,0.8727889,0.032393456,0.8911836,0.053315103,0.9099513,0.017957568,0.86884713,0.09298387
